,
main
name:WSNOW_ROOF1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:RSNOW_ROOF1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:TSNOW_ROOF1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:ASNOW_ROOF,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:WSNOW_ROAD1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:RSNOW_ROAD1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:TSNOW_ROAD1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:ASNOW_ROAD,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:T_CANYON,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:Q_CANYON,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:RI_SEA,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:RN_SEA,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:H_SEA,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
